

module Memory
2018-03-11T10:20:32.477148+09:00 BinaryTest`testXor() -> OK
2018-03-11T10:20:32.841106+09:00 BinaryTest`testRshift() -> OK
2018-03-11T10:20:33.225089+09:00 BinaryTest`testLshift() -> OK
2018-03-11T10:20:33.614064+09:00 DataTest`test_qword2int() -> OK
2018-03-11T10:20:33.988109+09:00 DataTest`test_dword2int() -> OK
2018-03-11T10:20:34.356897+09:00 DataTest`test_byte2int() -> OK
2018-03-11T10:20:34.761582+09:00 DataTest`test_oid2int() -> OK
2018-03-11T10:20:35.152417+09:00 DataTest`test_oid2float() -> OK
2018-03-11T10:20:35.518838+09:00 DataTest`test_oid2char() -> OK
2018-03-11T10:20:35.892268+09:00 DataTest`test_oid2pointer() -> OK
2018-03-11T10:20:36.275137+09:00 MemoryTest`test_align() -> OK
2018-03-11T10:20:36.804042+09:00 MemoryTest`test_basic_read() -> OK
2018-03-11T10:20:37.394066+09:00 MemoryTest`test_basic_write() -> OK
2018-03-11T10:20:37.981996+09:00 MemoryTest`test_basic_read_dword() -> OK
2018-03-11T10:20:38.538951+09:00 MemoryTest`test_basic_write_dword() -> OK
2018-03-11T10:20:39.364187+09:00 MemoryTest`test_basic_read_byte() -> OK
2018-03-11T10:20:40.082284+09:00 MemoryTest`test_basic_write_byte() -> OK
2018-03-11T10:20:40.61816+09:00 MemoryTest`test_allocate_free() -> OK
2018-03-11T10:20:41.053128+09:00 MemoryTest`test_referenceCount() -> OK
2018-03-11T10:20:41.484721+09:00 MemoryTest`test_read_write_slot() -> OK
2018-03-11T10:20:41.886516+09:00 RegisterTest`testWriteAndReadDifferentRegister() -> OK
2018-03-11T10:20:42.258159+09:00 RegisterTest`testBoxAndReadInt() -> OK
2018-03-11T10:20:42.676461+09:00 RegisterTest`testBoxAndReadFloat() -> OK
2018-03-11T10:20:45.142018+09:00 RegisterTest`testBoxAndReadChar() -> OK
2018-03-11T10:20:45.529184+09:00 RegisterTest`testBoxAndReadPointer() -> OK
2018-03-11T10:20:45.947555+09:00 RegisterTest`testWriteBoxedIntAndUbox() -> OK
2018-03-11T10:20:46.324926+09:00 RegisterTest`testWriteBoxedFloatAndUbox() -> OK
2018-03-11T10:20:46.693483+09:00 RegisterTest`testWriteBoxedCharAndUnbox() -> OK
2018-03-11T10:20:47.179961+09:00 RegisterTest`testWriteBoxedPointerAndUnbox() -> OK
2018-03-11T10:20:47.61746+09:00 RegisterTest`testWriteInvalidOopAndUnbox() -> OK
2018-03-11T10:20:48.304063+09:00 RegisterTest`testReferenceCount() -> OK
2018-03-11T10:20:48.677949+09:00 RegisterTest`testNamedRegistersOid() -> OK
2018-03-11T10:20:49.058083+09:00 RegisterTest`testNamedRegistersInt() -> OK
2018-03-11T10:20:49.519431+09:00 RegisterTest`testNamedRegistersFloat() -> OK
2018-03-11T10:20:49.981925+09:00 RegisterTest`testNamedRegistersChar() -> OK
2018-03-11T10:20:50.367445+09:00 RegisterTest`testNamedRegistersPointer() -> OK
2018-03-11T10:21:35.543552+09:00 module Register
2018-03-11T10:21:41.684614+09:00 InstructionTest`test_reset() -> OK
2018-03-11T10:21:42.064077+09:00 InstructionTest`test_move() -> OK
2018-03-11T10:21:42.52704+09:00 InstructionTest`test_alloc() -> OK
2018-03-11T10:21:42.920558+09:00 InstructionTest`test_store_load() -> OK
2018-03-11T10:21:43.288208+09:00 InstructionTest`test_addi_add() -> OK
2018-03-11T10:21:43.655423+09:00 InstructionTest`test_subi_sub() -> OK
2018-03-11T10:21:44.032579+09:00 InstructionTest`test_muli_mul() -> OK
2018-03-11T10:21:44.390344+09:00 InstructionTest`test_idiv() -> OK
2018-03-11T10:21:44.749709+09:00 InstructionTest`test_idivi() -> OK
2018-03-11T10:21:45.122199+09:00 InstructionTest`test_imod() -> OK
2018-03-11T10:21:45.519944+09:00 InstructionTest`test_imodi() -> OK
2018-03-11T10:21:45.980027+09:00 BinaryTest`testMask() -> OK
2018-03-11T10:21:46.391694+09:00 BinaryTest`testXor() -> OK
2018-03-11T10:21:46.763993+09:00 BinaryTest`testRshift() -> OK
2018-03-11T10:21:47.156551+09:00 BinaryTest`testLshift() -> OK
2018-03-11T10:21:47.623055+09:00 DataTest`test_qword2int() -> OK
2018-03-11T10:21:47.995799+09:00 DataTest`test_dword2int() -> OK
2018-03-11T10:21:48.360261+09:00 DataTest`test_byte2int() -> OK
2018-03-11T10:21:48.722629+09:00 DataTest`test_oid2int() -> OK
2018-03-11T10:21:49.217351+09:00 DataTest`test_oid2float() -> OK
2018-03-11T10:21:49.599921+09:00 DataTest`test_oid2char() -> OK
2018-03-11T10:21:50.000738+09:00 DataTest`test_oid2pointer() -> OK
2018-03-11T10:21:50.359742+09:00 MemoryTest`test_align() -> OK
2018-03-11T10:21:50.891702+09:00 MemoryTest`test_basic_read() -> OK
2018-03-11T10:21:51.435829+09:00 MemoryTest`test_basic_write() -> OK
2018-03-11T10:21:51.992527+09:00 MemoryTest`test_basic_read_dword() -> OK
2018-03-11T10:21:55.530197+09:00 MemoryTest`test_basic_write_dword() -> OK
2018-03-11T10:21:56.10191+09:00 MemoryTest`test_basic_read_byte() -> OK
2018-03-11T10:21:56.959592+09:00 MemoryTest`test_basic_write_byte() -> OK
2018-03-11T10:21:57.78198+09:00 MemoryTest`test_allocate_free() -> OK
2018-03-11T10:21:58.262718+09:00 MemoryTest`test_referenceCount() -> OK
2018-03-11T10:21:58.676417+09:00 MemoryTest`test_read_write_slot() -> OK
2018-03-11T10:21:59.071613+09:00 RegisterTest`testWriteAndReadDifferentRegister() -> OK
2018-03-11T10:21:59.47126+09:00 RegisterTest`testBoxAndReadInt() -> OK
2018-03-11T10:21:59.885055+09:00 RegisterTest`testBoxAndReadFloat() -> OK
2018-03-11T10:22:00.345789+09:00 RegisterTest`testBoxAndReadChar() -> OK
2018-03-11T10:22:00.735984+09:00 RegisterTest`testBoxAndReadPointer() -> OK
2018-03-11T10:22:01.113083+09:00 RegisterTest`testWriteBoxedIntAndUbox() -> OK
2018-03-11T10:22:01.590831+09:00 RegisterTest`testWriteBoxedFloatAndUbox() -> OK
2018-03-11T10:22:02.063442+09:00 RegisterTest`testWriteBoxedCharAndUnbox() -> OK
2018-03-11T10:22:02.606326+09:00 RegisterTest`testWriteBoxedPointerAndUnbox() -> OK
2018-03-11T10:22:03.064201+09:00 RegisterTest`testWriteInvalidOopAndUnbox() -> OK
2018-03-11T10:22:03.748667+09:00 RegisterTest`testReferenceCount() -> OK
2018-03-11T10:22:04.167624+09:00 RegisterTest`testNamedRegistersOid() -> OK
2018-03-11T10:22:04.742701+09:00 RegisterTest`testNamedRegistersInt() -> OK
2018-03-11T10:22:05.16093+09:00 RegisterTest`testNamedRegistersFloat() -> OK
2018-03-11T10:22:05.743345+09:00 RegisterTest`testNamedRegistersChar() -> OK
2018-03-11T10:22:06.259571+09:00 RegisterTest`testNamedRegistersPointer() -> OK
2018-03-11T10:22:21.684872+09:00 module Register
2018-03-11T10:22:27.944443+09:00 InstructionTest`test_reset() -> OK
2018-03-11T10:22:28.29539+09:00 InstructionTest`test_move() -> OK
2018-03-11T10:22:28.706475+09:00 InstructionTest`test_alloc() -> OK
2018-03-11T10:22:29.116786+09:00 InstructionTest`test_store_load() -> OK
2018-03-11T10:22:29.47951+09:00 InstructionTest`test_addi_add() -> OK
2018-03-11T10:22:29.852256+09:00 InstructionTest`test_subi_sub() -> OK
2018-03-11T10:22:30.217416+09:00 InstructionTest`test_muli_mul() -> OK
2018-03-11T10:22:30.601316+09:00 InstructionTest`test_idiv() -> OK
2018-03-11T10:22:30.971031+09:00 InstructionTest`test_idivi() -> OK
2018-03-11T10:22:31.32337+09:00 InstructionTest`test_imod() -> OK
2018-03-11T10:22:31.749212+09:00 InstructionTest`test_imodi() -> OK
2018-03-11T10:22:32.167841+09:00 BinaryTest`testMask() -> OK
2018-03-11T10:22:32.532112+09:00 BinaryTest`testXor() -> OK
2018-03-11T10:22:32.890153+09:00 BinaryTest`testRshift() -> OK
2018-03-11T10:22:33.260699+09:00 BinaryTest`testLshift() -> OK
2018-03-11T10:22:33.641131+09:00 DataTest`test_qword2int() -> OK
2018-03-11T10:22:34.019576+09:00 DataTest`test_dword2int() -> OK
2018-03-11T10:22:34.377574+09:00 DataTest`test_byte2int() -> OK
2018-03-11T10:22:34.786819+09:00 DataTest`test_oid2int() -> OK
2018-03-11T10:22:35.1557+09:00 DataTest`test_oid2float() -> OK
2018-03-11T10:22:35.520815+09:00 DataTest`test_oid2char() -> OK
2018-03-11T10:22:35.904902+09:00 DataTest`test_oid2pointer() -> OK
2018-03-11T10:22:36.271831+09:00 MemoryTest`test_align() -> OK
2018-03-11T10:22:36.834568+09:00 MemoryTest`test_basic_read() -> OK
2018-03-11T10:22:37.391044+09:00 MemoryTest`test_basic_write() -> OK
2018-03-11T10:22:37.997403+09:00 MemoryTest`test_basic_read_dword() -> OK
2018-03-11T10:22:38.54076+09:00 MemoryTest`test_basic_write_dword() -> OK
2018-03-11T10:22:39.088556+09:00 MemoryTest`test_basic_read_byte() -> OK
2018-03-11T10:22:39.6904+09:00 MemoryTest`test_basic_write_byte() -> OK
2018-03-11T10:22:40.219287+09:00 MemoryTest`test_allocate_free() -> OK
2018-03-11T10:22:40.649538+09:00 MemoryTest`test_referenceCount() -> OK
2018-03-11T10:22:41.162974+09:00 MemoryTest`test_read_write_slot() -> OK
2018-03-11T10:22:41.545854+09:00 RegisterTest`testWriteAndReadDifferentRegister() -> OK
2018-03-11T10:22:41.93549+09:00 RegisterTest`testBoxAndReadInt() -> OK
2018-03-11T10:22:42.30745+09:00 RegisterTest`testBoxAndReadFloat() -> OK
2018-03-11T10:22:42.669321+09:00 RegisterTest`testBoxAndReadChar() -> OK
2018-03-11T10:22:43.062805+09:00 RegisterTest`testBoxAndReadPointer() -> OK
2018-03-11T10:22:43.453544+09:00 RegisterTest`testWriteBoxedIntAndUbox() -> OK
2018-03-11T10:22:43.899857+09:00 RegisterTest`testWriteBoxedFloatAndUbox() -> OK
2018-03-11T10:22:44.271171+09:00 RegisterTest`testWriteBoxedCharAndUnbox() -> OK
2018-03-11T10:22:44.650182+09:00 RegisterTest`testWriteBoxedPointerAndUnbox() -> OK
2018-03-11T10:22:45.035149+09:00 RegisterTest`testWriteInvalidOopAndUnbox() -> OK
2018-03-11T10:22:45.433543+09:00 RegisterTest`testReferenceCount() -> OK
2018-03-11T10:22:45.816121+09:00 RegisterTest`testNamedRegistersOid() -> OK
2018-03-11T10:22:46.265936+09:00 RegisterTest`testNamedRegistersInt() -> OK
2018-03-11T10:22:46.66534+09:00 RegisterTest`testNamedRegistersFloat() -> OK
2018-03-11T10:22:47.049206+09:00 RegisterTest`testNamedRegistersChar() -> OK
2018-03-11T10:22:47.418196+09:00 RegisterTest`testNamedRegistersPointer() -> OK
2018-03-11T10:24:47.789231+09:00 module Register
2018-03-11T10:24:54.991108+09:00 InstructionTest`test_reset() -> Error: Runtime: Error 4093: Can't get nat1 value of seq in 'Register' (/Users/tomohiro/Desktop/ViennaTalk.app/Contents/Resources/VDMPad-spec-.AZCL0RFQ..vdm) at line 70:19
2018-03-11T10:24:55.701861+09:00 InstructionTest`test_move() -> Error: Runtime: Error 4093: Can't get nat1 value of seq in 'Register' (/Users/tomohiro/Desktop/ViennaTalk.app/Contents/Resources/VDMPad-spec-.MQAJA8TK..vdm) at line 70:19
2018-03-11T10:24:56.438047+09:00 InstructionTest`test_alloc() -> Error: Runtime: Error 4093: Can't get nat1 value of seq in 'Register' (/Users/tomohiro/Desktop/ViennaTalk.app/Contents/Resources/VDMPad-spec-.ET6TFUQ2..vdm) at line 70:19
2018-03-11T10:24:56.956035+09:00 InstructionTest`test_store_load() -> OK
2018-03-11T10:24:57.660663+09:00 InstructionTest`test_addi_add() -> Error: Runtime: Error 4093: Can't get nat1 value of seq in 'Register' (/Users/tomohiro/Desktop/ViennaTalk.app/Contents/Resources/VDMPad-spec-.APAJIEQW..vdm) at line 70:19
2018-03-11T10:24:58.362608+09:00 InstructionTest`test_subi_sub() -> Error: Runtime: Error 4093: Can't get nat1 value of seq in 'Register' (/Users/tomohiro/Desktop/ViennaTalk.app/Contents/Resources/VDMPad-spec-.BM155900..vdm) at line 70:19
2018-03-11T10:24:59.074735+09:00 InstructionTest`test_muli_mul() -> Error: Runtime: Error 4093: Can't get nat1 value of seq in 'Register' (/Users/tomohiro/Desktop/ViennaTalk.app/Contents/Resources/VDMPad-spec-.V1WEOG3Z..vdm) at line 70:19
2018-03-11T10:24:59.606986+09:00 InstructionTest`test_idiv() -> OK
2018-03-11T10:25:00.086564+09:00 InstructionTest`test_idivi() -> OK
2018-03-11T10:25:00.480685+09:00 InstructionTest`test_imod() -> OK
2018-03-11T10:25:00.895859+09:00 InstructionTest`test_imodi() -> OK
2018-03-11T10:25:01.310739+09:00 BinaryTest`testMask() -> OK
2018-03-11T10:25:01.788743+09:00 BinaryTest`testXor() -> OK
2018-03-11T10:25:02.239074+09:00 BinaryTest`testRshift() -> OK
2018-03-11T10:25:02.653885+09:00 BinaryTest`testLshift() -> OK
2018-03-11T10:25:03.072924+09:00 DataTest`test_qword2int() -> OK
2018-03-11T10:25:03.559927+09:00 DataTest`test_dword2int() -> OK
2018-03-11T10:25:04.041684+09:00 DataTest`test_byte2int() -> OK
2018-03-11T10:25:04.456659+09:00 DataTest`test_oid2int() -> OK
2018-03-11T10:25:04.865319+09:00 DataTest`test_oid2float() -> OK
2018-03-11T10:25:05.370214+09:00 DataTest`test_oid2char() -> OK
2018-03-11T10:25:05.792579+09:00 DataTest`test_oid2pointer() -> OK
2018-03-11T10:25:06.220532+09:00 MemoryTest`test_align() -> OK
2018-03-11T10:25:06.789813+09:00 MemoryTest`test_basic_read() -> OK
2018-03-11T10:25:07.719034+09:00 MemoryTest`test_basic_write() -> OK
2018-03-11T10:25:08.64615+09:00 MemoryTest`test_basic_read_dword() -> OK
2018-03-11T10:25:09.299209+09:00 MemoryTest`test_basic_write_dword() -> OK
2018-03-11T10:25:09.893043+09:00 MemoryTest`test_basic_read_byte() -> OK
2018-03-11T10:25:10.531245+09:00 MemoryTest`test_basic_write_byte() -> OK
2018-03-11T10:25:11.187831+09:00 MemoryTest`test_allocate_free() -> OK
2018-03-11T10:25:11.664988+09:00 MemoryTest`test_referenceCount() -> OK
2018-03-11T10:25:12.207321+09:00 MemoryTest`test_read_write_slot() -> OK
2018-03-11T10:25:12.629678+09:00 RegisterTest`testWriteAndReadDifferentRegister() -> OK
2018-03-11T10:25:13.099022+09:00 RegisterTest`testBoxAndReadInt() -> OK
2018-03-11T10:25:14.057414+09:00 RegisterTest`testBoxAndReadFloat() -> OK
2018-03-11T10:25:14.796446+09:00 RegisterTest`testBoxAndReadChar() -> OK
2018-03-11T10:25:15.564968+09:00 RegisterTest`testBoxAndReadPointer() -> OK
2018-03-11T10:25:16.185621+09:00 RegisterTest`testWriteBoxedIntAndUbox() -> OK
2018-03-11T10:25:17.026512+09:00 RegisterTest`testWriteBoxedFloatAndUbox() -> OK
2018-03-11T10:25:17.531718+09:00 RegisterTest`testWriteBoxedCharAndUnbox() -> OK
[MANUALLY RUN Register TEST]
2018-03-11T10:25:21.108395+09:00 RegisterTest`testWriteAndReadDifferentRegister() -> OK
2018-03-11T10:25:21.494098+09:00 RegisterTest`testBoxAndReadInt() -> OK
2018-03-11T10:25:21.909409+09:00 RegisterTest`testBoxAndReadFloat() -> OK
2018-03-11T10:25:22.304906+09:00 RegisterTest`testBoxAndReadChar() -> OK
2018-03-11T10:25:22.701972+09:00 RegisterTest`testBoxAndReadPointer() -> OK
2018-03-11T10:25:23.099035+09:00 RegisterTest`testWriteBoxedIntAndUbox() -> OK
2018-03-11T10:25:23.499602+09:00 RegisterTest`testWriteBoxedFloatAndUbox() -> OK
2018-03-11T10:25:23.920627+09:00 RegisterTest`testWriteBoxedCharAndUnbox() -> OK
2018-03-11T10:25:24.31314+09:00 RegisterTest`testWriteBoxedPointerAndUnbox() -> OK
2018-03-11T10:25:24.695741+09:00 RegisterTest`testWriteInvalidOopAndUnbox() -> OK
2018-03-11T10:25:25.163594+09:00 RegisterTest`testReferenceCount() -> OK
2018-03-11T10:25:25.563734+09:00 RegisterTest`testNamedRegistersOid() -> OK
2018-03-11T10:25:26.088892+09:00 RegisterTest`testNamedRegistersInt() -> OK
2018-03-11T10:25:26.476593+09:00 RegisterTest`testNamedRegistersFloat() -> OK
2018-03-11T10:25:26.931175+09:00 RegisterTest`testNamedRegistersChar() -> OK
2018-03-11T10:25:27.340135+09:00 RegisterTest`testNamedRegistersPointer() -> OK
2018-03-11T10:28:00.657616+09:00 module MemoryTest
[MANUALLY RUN RegisterTest TEST]
2018-03-11T10:28:48.963066+09:00 RegisterTest`testWriteAndReadDifferentRegister() -> OK
2018-03-11T10:28:49.360522+09:00 RegisterTest`testBoxAndReadInt() -> OK
2018-03-11T10:28:49.763146+09:00 RegisterTest`testBoxAndReadFloat() -> OK
2018-03-11T10:28:50.160059+09:00 RegisterTest`testBoxAndReadChar() -> OK
2018-03-11T10:28:50.564425+09:00 RegisterTest`testBoxAndReadPointer() -> OK
2018-03-11T10:28:50.973488+09:00 RegisterTest`testWriteBoxedIntAndUbox() -> OK
2018-03-11T10:28:51.380645+09:00 RegisterTest`testWriteBoxedFloatAndUbox() -> OK
2018-03-11T10:28:51.794111+09:00 RegisterTest`testWriteBoxedCharAndUnbox() -> OK
2018-03-11T10:28:52.202666+09:00 RegisterTest`testWriteBoxedPointerAndUnbox() -> OK
2018-03-11T10:28:52.590972+09:00 RegisterTest`testWriteInvalidOopAndUnbox() -> OK
2018-03-11T10:28:53.041905+09:00 RegisterTest`testReferenceCount() -> OK
2018-03-11T10:28:53.440396+09:00 RegisterTest`testNamedRegistersOid() -> OK
2018-03-11T10:28:53.843315+09:00 RegisterTest`testNamedRegistersInt() -> OK
2018-03-11T10:28:54.253903+09:00 RegisterTest`testNamedRegistersFloat() -> OK
2018-03-11T10:28:54.707855+09:00 RegisterTest`testNamedRegistersChar() -> OK
2018-03-11T10:28:55.166422+09:00 RegisterTest`testNamedRegistersPointer() -> OK
2018-03-11T10:29:28.040527+09:00 module RegisterTest
2018-03-11T10:29:34.327226+09:00 RegisterTest`testMove() -> OK
2018-03-11T10:29:34.786818+09:00 RegisterTest`testWriteAndReadDifferentRegister() -> OK
2018-03-11T10:29:35.161487+09:00 RegisterTest`testBoxAndReadInt() -> OK
2018-03-11T10:29:35.531676+09:00 RegisterTest`testBoxAndReadFloat() -> OK
2018-03-11T10:29:35.990966+09:00 RegisterTest`testBoxAndReadChar() -> OK
2018-03-11T10:29:36.453443+09:00 RegisterTest`testBoxAndReadPointer() -> OK
2018-03-11T10:29:36.830582+09:00 RegisterTest`testWriteBoxedIntAndUbox() -> OK
2018-03-11T10:29:37.21486+09:00 RegisterTest`testWriteBoxedFloatAndUbox() -> OK
2018-03-11T10:29:37.591117+09:00 RegisterTest`testWriteBoxedCharAndUnbox() -> OK
2018-03-11T10:29:37.995113+09:00 RegisterTest`testWriteBoxedPointerAndUnbox() -> OK
2018-03-11T10:29:38.370346+09:00 RegisterTest`testWriteInvalidOopAndUnbox() -> OK
2018-03-11T10:29:38.758463+09:00 RegisterTest`testReferenceCount() -> OK
2018-03-11T10:29:39.130147+09:00 RegisterTest`testNamedRegistersOid() -> OK
2018-03-11T10:29:39.501203+09:00 RegisterTest`testNamedRegistersInt() -> OK
2018-03-11T10:29:39.858193+09:00 RegisterTest`testNamedRegistersFloat() -> OK
2018-03-11T10:29:40.251722+09:00 RegisterTest`testNamedRegistersChar() -> OK
2018-03-11T10:29:40.627442+09:00 RegisterTest`testNamedRegistersPointer() -> OK
2018-03-11T10:29:41.395201+09:00 InstructionTest`test_reset() -> Error: Runtime: Error 4093: Can't get nat1 value of seq in 'Register' (/Users/tomohiro/Desktop/ViennaTalk.app/Contents/Resources/VDMPad-spec-.VH75FYSU..vdm) at line 369:19
2018-03-11T10:29:42.189468+09:00 InstructionTest`test_move() -> Error: Runtime: Error 4093: Can't get nat1 value of seq in 'Register' (/Users/tomohiro/Desktop/ViennaTalk.app/Contents/Resources/VDMPad-spec-.ED7VVF1P..vdm) at line 369:19
2018-03-11T10:29:42.935135+09:00 InstructionTest`test_alloc() -> Error: Runtime: Error 4093: Can't get nat1 value of seq in 'Register' (/Users/tomohiro/Desktop/ViennaTalk.app/Contents/Resources/VDMPad-spec-.IQCHB9HN..vdm) at line 369:19
2018-03-11T10:29:43.439477+09:00 InstructionTest`test_store_load() -> OK
2018-03-11T10:29:44.222171+09:00 InstructionTest`test_addi_add() -> Error: Runtime: Error 4093: Can't get nat1 value of seq in 'Register' (/Users/tomohiro/Desktop/ViennaTalk.app/Contents/Resources/VDMPad-spec-.FHBH35PJ..vdm) at line 369:19
2018-03-11T10:29:44.962035+09:00 InstructionTest`test_subi_sub() -> Error: Runtime: Error 4093: Can't get nat1 value of seq in 'Register' (/Users/tomohiro/Desktop/ViennaTalk.app/Contents/Resources/VDMPad-spec-.L3J81Q49..vdm) at line 369:19
2018-03-11T10:29:45.802732+09:00 InstructionTest`test_muli_mul() -> Error: Runtime: Error 4093: Can't get nat1 value of seq in 'Register' (/Users/tomohiro/Desktop/ViennaTalk.app/Contents/Resources/VDMPad-spec-.BN6ZYEBC..vdm) at line 369:19
2018-03-11T10:29:46.284769+09:00 InstructionTest`test_idiv() -> OK
2018-03-11T10:29:46.744632+09:00 InstructionTest`test_idivi() -> OK
2018-03-11T10:29:47.218925+09:00 InstructionTest`test_imod() -> OK
2018-03-11T10:29:47.676436+09:00 InstructionTest`test_imodi() -> OK
2018-03-11T10:29:48.139509+09:00 BinaryTest`testMask() -> OK
2018-03-11T10:29:48.892762+09:00 BinaryTest`testXor() -> OK
2018-03-11T10:29:49.316497+09:00 BinaryTest`testRshift() -> OK
2018-03-11T10:29:49.772187+09:00 BinaryTest`testLshift() -> OK
2018-03-11T10:29:50.257276+09:00 DataTest`test_qword2int() -> OK
2018-03-11T10:29:50.72744+09:00 DataTest`test_dword2int() -> OK
2018-03-11T10:29:51.183498+09:00 DataTest`test_byte2int() -> OK
2018-03-11T10:29:51.712448+09:00 DataTest`test_oid2int() -> OK
2018-03-11T10:29:52.224507+09:00 DataTest`test_oid2float() -> OK
2018-03-11T10:29:52.728718+09:00 DataTest`test_oid2char() -> OK
2018-03-11T10:29:53.207484+09:00 DataTest`test_oid2pointer() -> OK
2018-03-11T10:29:53.713372+09:00 MemoryTest`test_align() -> OK
2018-03-11T10:29:54.421051+09:00 MemoryTest`test_basic_read() -> OK
2018-03-11T10:29:55.772284+09:00 MemoryTest`test_basic_write() -> OK
2018-03-11T10:29:56.445717+09:00 MemoryTest`test_basic_read_dword() -> OK
2018-03-11T10:29:57.146278+09:00 MemoryTest`test_basic_write_dword() -> OK
2018-03-11T10:29:57.885345+09:00 MemoryTest`test_basic_read_byte() -> OK
2018-03-11T10:29:58.567588+09:00 MemoryTest`test_basic_write_byte() -> OK
2018-03-11T10:29:59.833567+09:00 MemoryTest`test_allocate_free() -> OK
2018-03-11T10:30:00.416591+09:00 MemoryTest`test_referenceCount() -> OK
2018-03-11T10:30:01.086059+09:00 MemoryTest`test_read_write_slot() -> OK
[MANUALLY RUN RegisterTest TEST]
2018-03-11T10:30:15.865156+09:00 RegisterTest`testMove() -> OK
2018-03-11T10:30:16.259031+09:00 RegisterTest`testWriteAndReadDifferentRegister() -> OK
2018-03-11T10:30:16.681088+09:00 RegisterTest`testBoxAndReadInt() -> OK
2018-03-11T10:30:17.096482+09:00 RegisterTest`testBoxAndReadFloat() -> OK
2018-03-11T10:30:17.496882+09:00 RegisterTest`testBoxAndReadChar() -> OK
2018-03-11T10:30:17.911614+09:00 RegisterTest`testBoxAndReadPointer() -> OK
2018-03-11T10:30:18.302031+09:00 RegisterTest`testWriteBoxedIntAndUbox() -> OK
2018-03-11T10:30:18.690891+09:00 RegisterTest`testWriteBoxedFloatAndUbox() -> OK
2018-03-11T10:30:19.106632+09:00 RegisterTest`testWriteBoxedCharAndUnbox() -> OK
2018-03-11T10:30:19.507428+09:00 RegisterTest`testWriteBoxedPointerAndUnbox() -> OK
2018-03-11T10:30:19.912029+09:00 RegisterTest`testWriteInvalidOopAndUnbox() -> OK
2018-03-11T10:30:20.336512+09:00 RegisterTest`testReferenceCount() -> OK
2018-03-11T10:30:20.775499+09:00 RegisterTest`testNamedRegistersOid() -> OK
2018-03-11T10:30:21.192549+09:00 RegisterTest`testNamedRegistersInt() -> OK
2018-03-11T10:30:21.597366+09:00 RegisterTest`testNamedRegistersFloat() -> OK
2018-03-11T10:30:22.035536+09:00 RegisterTest`testNamedRegistersChar() -> OK
2018-03-11T10:30:22.445856+09:00 RegisterTest`testNamedRegistersPointer() -> OK
2018-03-11T10:33:55.048036+09:00 module RegisterTest
2018-03-11T10:34:03.743314+09:00 module RegisterTest
2018-03-11T10:35:03.767152+09:00 module RegisterTest
2018-03-11T10:35:10.80479+09:00 RegisterTest`testMove() -> Error: Runtime: Error 4093: Can't get nat1 value of seq in 'Register' (/Users/tomohiro/Desktop/ViennaTalk.app/Contents/Resources/VDMPad-spec-.9CCZ05LS..vdm) at line 393:19
2018-03-11T10:35:11.177477+09:00 RegisterTest`testWriteAndReadDifferentRegister() -> OK
2018-03-11T10:35:11.594035+09:00 RegisterTest`testBoxAndReadInt() -> OK
2018-03-11T10:35:11.997462+09:00 RegisterTest`testBoxAndReadFloat() -> OK
2018-03-11T10:35:12.398846+09:00 RegisterTest`testBoxAndReadChar() -> OK
2018-03-11T10:35:12.815853+09:00 RegisterTest`testBoxAndReadPointer() -> OK
2018-03-11T10:35:13.232322+09:00 RegisterTest`testWriteBoxedIntAndUbox() -> OK
2018-03-11T10:35:13.658701+09:00 RegisterTest`testWriteBoxedFloatAndUbox() -> OK
2018-03-11T10:35:14.149991+09:00 RegisterTest`testWriteBoxedCharAndUnbox() -> OK
2018-03-11T10:35:14.558504+09:00 RegisterTest`testWriteBoxedPointerAndUnbox() -> OK
2018-03-11T10:35:15.156098+09:00 RegisterTest`testWriteInvalidOopAndUnbox() -> OK
2018-03-11T10:35:15.851212+09:00 RegisterTest`testReferenceCount() -> OK
2018-03-11T10:35:16.265163+09:00 RegisterTest`testNamedRegistersOid() -> OK
2018-03-11T10:35:16.669238+09:00 RegisterTest`testNamedRegistersInt() -> OK
2018-03-11T10:35:17.095373+09:00 RegisterTest`testNamedRegistersFloat() -> OK
2018-03-11T10:35:17.501847+09:00 RegisterTest`testNamedRegistersChar() -> OK
2018-03-11T10:35:17.971471+09:00 RegisterTest`testNamedRegistersPointer() -> OK
2018-03-11T10:35:18.699517+09:00 InstructionTest`test_reset() -> Error: Runtime: Error 4093: Can't get nat1 value of seq in 'Register' (/Users/tomohiro/Desktop/ViennaTalk.app/Contents/Resources/VDMPad-spec-.ORLA3ZOT..vdm) at line 393:19
2018-03-11T10:35:19.43358+09:00 InstructionTest`test_move() -> Error: Runtime: Error 4093: Can't get nat1 value of seq in 'Register' (/Users/tomohiro/Desktop/ViennaTalk.app/Contents/Resources/VDMPad-spec-.52HY8QNX..vdm) at line 393:19
2018-03-11T10:35:20.212011+09:00 InstructionTest`test_alloc() -> Error: Runtime: Error 4093: Can't get nat1 value of seq in 'Register' (/Users/tomohiro/Desktop/ViennaTalk.app/Contents/Resources/VDMPad-spec-.XAJ83LF1..vdm) at line 393:19
2018-03-11T10:35:21.065405+09:00 InstructionTest`test_store_load() -> OK
2018-03-11T10:35:21.822443+09:00 InstructionTest`test_addi_add() -> Error: Runtime: Error 4093: Can't get nat1 value of seq in 'Register' (/Users/tomohiro/Desktop/ViennaTalk.app/Contents/Resources/VDMPad-spec-.2TNBORSL..vdm) at line 393:19
